repo,prefix,status,rust_signal,description,top_level
platform/external/flex,platform,ok,,"This is flex, the fast lexical analyzer generator. flex is a tool for generating scanners: programs which recognize lexical patterns in text. The flex codebase is kept in Git on GitHub. Use GitHub's issues and pull request features to file bugs and submit patches. There are several mailing lists available as well: flex-announce@lists.sourceforge.net - where posts will be made announcing new releases of flex. flex-help@lists.sourceforge.net - where you can post questions about using flex flex-devel@lists.sourceforge.net - where you can discuss development of flex itself Find information on subscribing to the mailing lists at: http://sourceforge.net/mail/?group_id=97492 The flex distribution contains the following files which may be of interest: README - This file. NEWS - current version number and list of user-visible changes. INSTALL - basic installation information. ABOUT-NLS - description of internationalization support in flex. COPYING - flex's copyright and license. doc/ - user doc","[{""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""m4""}, {""type"": ""dir"", ""name"": ""po""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""tests""}, {""type"": ""dir"", ""name"": ""tools""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".indent.pro""}, {""type"": ""file"", ""name"": "".prev-version""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""autogen.sh""}, {""type"": ""file"", ""name"": ""CODE_OF_CONDUCT.md""}, {""type"": ""file"", ""name"": ""configure.ac""}, {""type"": ""file"", ""name"": ""control.ac""}, {""type"": ""file"", ""name"": ""COPYING""}, {""type"": ""file"", ""name"": ""Makefile.am""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD_LIKE""}, {""type"": ""file"", ""name"": ""NEWS""}, {""type"": ""file"", ""name"": ""ONEWS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""THANKS""}]"
platform/external/fmtlib,platform,ok,androidbp,"{fmt} is an open-source formatting library providing a fast and safe alternative to C stdio and C++ iostreams. If you like this project, please consider donating to one of the funds that help victims of the war in Ukraine: https://www.stopputin.net/ . Documentation Cheat Sheets Q&A: ask questions on StackOverflow with the tag fmt . Try {fmt} in Compiler Explorer . Features Simple format API with positional arguments for localization Implementation of C++20 std::format and C++23 std::print Format string syntax similar to Python's format Fast IEEE 754 floating-point formatter with correct rounding, shortness and round-trip guarantees using the Dragonbox algorithm Portable Unicode support Safe printf implementation including the POSIX extension for positional arguments Extensibility: support for user-defined types High performance: faster than common standard library implementations of (s)printf , iostreams, to_string and to_chars , see Speed tests and Converting a hundred million integer","[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""support""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""ChangeLog.md""}, {""type"": ""file"", ""name"": ""CMakeLists.txt""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}]"
platform/external/fonttools,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""Doc""}, {""type"": ""dir"", ""name"": ""Icons""}, {""type"": ""dir"", ""name"": ""Lib""}, {""type"": ""dir"", ""name"": ""MetaTools""}, {""type"": ""dir"", ""name"": ""Snippets""}, {""type"": ""dir"", ""name"": ""Tests""}, {""type"": ""file"", ""name"": "".codecov.yml""}, {""type"": ""file"", ""name"": "".coveragerc""}, {""type"": ""file"", ""name"": "".git-blame-ignore-revs""}, {""type"": ""file"", ""name"": "".gitattributes""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".pyup.yml""}, {""type"": ""file"", ""name"": "".readthedocs.yml""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""CODE_OF_CONDUCT.md""}, {""type"": ""file"", ""name"": ""CONTRIBUTING.md""}, {""type"": ""file"", ""name"": ""dev-requirements.txt""}, {""type"": ""file"", ""name"": ""fonttools""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""LICENSE.external""}, {""type"": ""file"", ""name"": ""Makefile""}, {""type"": ""file"", ""name"": ""MANIFEST.in""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_HPND""}, {""type"": ""file"", ""name"": ""mypy.ini""}, {""type"": ""file"", ""name"": ""NEWS.rst""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""post_update.sh""}, {""type"": ""file"", ""name"": ""pyproject.toml""}, {""type"": ""file"", ""name"": ""README.rst""}, {""type"": ""file"", ""name"": ""requirements.txt""}, {""type"": ""file"", ""name"": ""SECURITY.md""}, {""type"": ""file"", ""name"": ""setup.cfg""}, {""type"": ""file"", ""name"": ""setup.py""}, {""type"": ""file"", ""name"": ""tox.ini""}]"
platform/external/free-image,platform,ok,,,"[{""type"": ""dir"", ""name"": ""Dist""}, {""type"": ""dir"", ""name"": ""Examples""}, {""type"": ""dir"", ""name"": ""FreeImage.xcodeproj""}, {""type"": ""dir"", ""name"": ""Source""}, {""type"": ""dir"", ""name"": ""TestAPI""}, {""type"": ""dir"", ""name"": ""Wrapper""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""clean.bat""}, {""type"": ""file"", ""name"": ""clean.sh""}, {""type"": ""file"", ""name"": ""fipMakefile.srcs""}, {""type"": ""file"", ""name"": ""FreeImage.2003.sln""}, {""type"": ""file"", ""name"": ""FreeImage.2003.vcproj""}, {""type"": ""file"", ""name"": ""FreeImage.2005.sln""}, {""type"": ""file"", ""name"": ""FreeImage.2005.vcproj""}, {""type"": ""file"", ""name"": ""FreeImage.2008.sln""}, {""type"": ""file"", ""name"": ""FreeImage.2008.vcproj""}, {""type"": ""file"", ""name"": ""FreeImage.rc""}, {""type"": ""file"", ""name"": ""FreeImage3130.pdf""}, {""type"": ""file"", ""name"": ""genfipsrclist.sh""}, {""type"": ""file"", ""name"": ""gensrclist.sh""}, {""type"": ""file"", ""name"": ""license-fi.txt""}, {""type"": ""file"", ""name"": ""license-gpl.txt""}, {""type"": ""file"", ""name"": ""Makefile""}, {""type"": ""file"", ""name"": ""Makefile.cygwin""}, {""type"": ""file"", ""name"": ""Makefile.fip""}, {""type"": ""file"", ""name"": ""Makefile.gnu""}, {""type"": ""file"", ""name"": ""Makefile.mingw""}, {""type"": ""file"", ""name"": ""Makefile.osx""}, {""type"": ""file"", ""name"": ""Makefile.solaris""}, {""type"": ""file"", ""name"": ""Makefile.srcs""}, {""type"": ""file"", ""name"": ""README.linux""}, {""type"": ""file"", ""name"": ""README.minGW""}, {""type"": ""file"", ""name"": ""README.osx""}, {""type"": ""file"", ""name"": ""README.solaris""}, {""type"": ""file"", ""name"": ""Whatsnew.txt""}]"
platform/external/freetype,platform,ok,androidbp,,"[{""type"": ""dir"", ""name"": ""builds""}, {""type"": ""dir"", ""name"": ""devel""}, {""type"": ""dir"", ""name"": ""devel-teeui""}, {""type"": ""dir"", ""name"": ""docs""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""objs""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""dir"", ""name"": ""subprojects""}, {""type"": ""dir"", ""name"": ""tests""}, {""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": "".gitlab-ci.yml""}, {""type"": ""file"", ""name"": "".mailmap""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""autogen.sh""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""CMakeLists.txt""}, {""type"": ""file"", ""name"": ""configure""}, {""type"": ""file"", ""name"": ""generate_notice.py""}, {""type"": ""file"", ""name"": ""libft2.map.txt""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""LICENSE.TXT""}, {""type"": ""file"", ""name"": ""LICENSE_APACHE2.TXT""}, {""type"": ""file"", ""name"": ""LICENSE_BSD_3_CLAUSE.TXT""}, {""type"": ""file"", ""name"": ""LICENSE_FSFAP.TXT""}, {""type"": ""file"", ""name"": ""LICENSE_MIT.TXT""}, {""type"": ""file"", ""name"": ""LICENSE_MIT_MODERN_VARIANT.TXT""}, {""type"": ""file"", ""name"": ""Makefile""}, {""type"": ""file"", ""name"": ""meson.build""}, {""type"": ""file"", ""name"": ""meson_options.txt""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD_LIKE""}, {""type"": ""file"", ""name"": ""modules.cfg""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README""}, {""type"": ""file"", ""name"": ""README.android""}, {""type"": ""file"", ""name"": ""README.git""}, {""type"": ""file"", ""name"": ""TEST_MAPPING""}, {""type"": ""file"", ""name"": ""vms_make.com""}]"
platform/external/fsck_msdos,platform,ok,androidbp,,"[{""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""boot.c""}, {""type"": ""file"", ""name"": ""check.c""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""dir.c""}, {""type"": ""file"", ""name"": ""dosfs.h""}, {""type"": ""file"", ""name"": ""ext.h""}, {""type"": ""file"", ""name"": ""fat.c""}, {""type"": ""file"", ""name"": ""freebsd-compat.h""}, {""type"": ""file"", ""name"": ""fstab.h""}, {""type"": ""file"", ""name"": ""fsutil.c""}, {""type"": ""file"", ""name"": ""fsutil.h""}, {""type"": ""file"", ""name"": ""main.c""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}]"
platform/external/fsverity-utils,platform,ok,androidbp,"fsverity-utils Introduction This is fsverity-utils, a set of userspace utilities for fs-verity. fs-verity is a Linux kernel feature that does transparent on-demand integrity/authenticity verification of the contents of read-only files, using a hidden Merkle tree (hash tree) associated with the file. It is similar to dm-verity, but implemented at the file level rather than at the block device level. See the kernel documentation for more information about fs-verity, including which filesystems support it. fsverity-utils currently contains just one program, fsverity . The fsverity program allows you to set up fs-verity protected files. In addition, the file digest computation and signing functionality of fsverity is optionally exposed through a C library libfsverity . See libfsverity.h for the API of this library. Building and installing To build fsverity-utils, first install the needed build dependencies. For example, on Debian-based systems, run: sudo apt - get install libssl - dev Open","[{""type"": ""dir"", ""name"": "".github""}, {""type"": ""dir"", ""name"": ""common""}, {""type"": ""dir"", ""name"": ""include""}, {""type"": ""dir"", ""name"": ""lib""}, {""type"": ""dir"", ""name"": ""man""}, {""type"": ""dir"", ""name"": ""programs""}, {""type"": ""dir"", ""name"": ""scripts""}, {""type"": ""dir"", ""name"": ""testdata""}, {""type"": ""file"", ""name"": "".clang-format""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""Makefile""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_MIT""}, {""type"": ""file"", ""name"": ""NEWS.md""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}]"
platform/external/ganymed-ssh2,platform,ok,,,"[{""type"": ""dir"", ""name"": ""examples""}, {""type"": ""dir"", ""name"": ""src""}, {""type"": ""file"", ""name"": ""Android.mk""}, {""type"": ""file"", ""name"": ""FAQ.html""}, {""type"": ""file"", ""name"": ""HISTORY.txt""}, {""type"": ""file"", ""name"": ""LICENSE.txt""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_BSD""}, {""type"": ""file"", ""name"": ""overview.html""}, {""type"": ""file"", ""name"": ""pom.xml""}, {""type"": ""file"", ""name"": ""README.txt""}]"
platform/external/gcc-demangle,platform,ok,,,"[{""type"": ""file"", ""name"": ""Android.mk""}, {""type"": ""file"", ""name"": ""ChangeLog""}, {""type"": ""file"", ""name"": ""COPYING""}, {""type"": ""file"", ""name"": ""COPYING.LIB""}, {""type"": ""file"", ""name"": ""cp-demangle.c""}, {""type"": ""file"", ""name"": ""cp-demangle.h""}, {""type"": ""file"", ""name"": ""demangle.h""}, {""type"": ""file"", ""name"": ""demangle_test.cpp""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_GPL""}, {""type"": ""file"", ""name"": ""NOTICE""}]"
platform/external/gdata,platform,ok,,,"[{""type"": ""dir"", ""name"": ""calendar""}, {""type"": ""dir"", ""name"": ""client""}, {""type"": ""dir"", ""name"": ""contacts""}, {""type"": ""dir"", ""name"": ""data""}, {""type"": ""dir"", ""name"": ""parser""}, {""type"": ""dir"", ""name"": ""serializer""}, {""type"": ""dir"", ""name"": ""spreadsheets""}, {""type"": ""dir"", ""name"": ""subscribedfeeds""}, {""type"": ""file"", ""name"": ""GDataException.java""}, {""type"": ""file"", ""name"": ""package.html""}]"
platform/external/gemmlowp,platform,ok,androidbp,"gemmlowp: a small self-contained low-precision GEMM library This is not a full linear algebra library, only a GEMM library: it only does general matrix multiplication (“GEMM”). The meaning of “low precision” is detailed in this document: doc/low-precision.md Some of the general design is explained in doc/design.md . Warning: This library goes very slow if compiled incorrectly; see below. Disclaimer This is not an official Google product (experimental or otherwise), it is just code that happens to be owned by Google. Mailing list gemmlowp-related discussion, about either development or usage, is welcome on this Google Group (mailing list / forum): https://groups.google.com/forum/#!forum/gemmlowp Portability, target platforms/architectures Should be portable to any platform with some C++11 and POSIX support, while we have optional optimized code paths for specific architectures. Required: C++11 (a small conservative subset of it) Required for some features: Some POSIX interfaces: pthread","[{""type"": ""dir"", ""name"": ""doc""}, {""type"": ""dir"", ""name"": ""eight_bit_int_gemm""}, {""type"": ""dir"", ""name"": ""fixedpoint""}, {""type"": ""dir"", ""name"": ""internal""}, {""type"": ""dir"", ""name"": ""meta""}, {""type"": ""dir"", ""name"": ""profiling""}, {""type"": ""dir"", ""name"": ""public""}, {""type"": ""dir"", ""name"": ""scripts""}, {""type"": ""dir"", ""name"": ""standalone""}, {""type"": ""dir"", ""name"": ""test""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""Android.bp""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""CONTRIBUTING""}, {""type"": ""file"", ""name"": ""CONTRIBUTORS""}, {""type"": ""file"", ""name"": ""flags.bzl""}, {""type"": ""file"", ""name"": ""LICENSE""}, {""type"": ""file"", ""name"": ""METADATA""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_APACHE""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""OWNERS""}, {""type"": ""file"", ""name"": ""README.md""}]"
platform/external/genext2fs,platform,ok,,,"[{""type"": ""dir"", ""name"": ""m4""}, {""type"": ""file"", ""name"": ""aclocal.m4""}, {""type"": ""file"", ""name"": ""Android.mk""}, {""type"": ""file"", ""name"": ""AUTHORS""}, {""type"": ""file"", ""name"": ""ChangeLog""}, {""type"": ""file"", ""name"": ""CleanSpec.mk""}, {""type"": ""file"", ""name"": ""config.h""}, {""type"": ""file"", ""name"": ""config.h.in""}, {""type"": ""file"", ""name"": ""configure""}, {""type"": ""file"", ""name"": ""configure.in""}, {""type"": ""file"", ""name"": ""COPYING""}, {""type"": ""file"", ""name"": ""depcomp""}, {""type"": ""file"", ""name"": ""device_table.txt""}, {""type"": ""file"", ""name"": ""genext2fs.8""}, {""type"": ""file"", ""name"": ""genext2fs.c""}, {""type"": ""file"", ""name"": ""INSTALL""}, {""type"": ""file"", ""name"": ""install-sh""}, {""type"": ""file"", ""name"": ""Makefile.am""}, {""type"": ""file"", ""name"": ""Makefile.in""}, {""type"": ""file"", ""name"": ""missing""}, {""type"": ""file"", ""name"": ""mkbootimg_ext2.sh""}, {""type"": ""file"", ""name"": ""MODULE_LICENSE_GPL""}, {""type"": ""file"", ""name"": ""NEWS""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""README""}, {""type"": ""file"", ""name"": ""test-gen.lib""}, {""type"": ""file"", ""name"": ""test-mount.sh""}, {""type"": ""file"", ""name"": ""test.sh""}, {""type"": ""file"", ""name"": ""TODO""}]"
platform/external/gentoo/integration,platform,ok,,,"[{""type"": ""dir"", ""name"": ""external-packages""}, {""type"": ""dir"", ""name"": ""portage""}, {""type"": ""dir"", ""name"": ""tests""}, {""type"": ""dir"", ""name"": ""toolchain""}, {""type"": ""file"", ""name"": ""3rd-party-binary.mk""}, {""type"": ""file"", ""name"": ""Android.mk""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""TODO""}]"
platform/external/gentoo/overlays/gentoo,platform,ok,,,"[{""type"": ""dir"", ""name"": ""app-accessibility""}, {""type"": ""dir"", ""name"": ""app-admin""}, {""type"": ""dir"", ""name"": ""app-antivirus""}, {""type"": ""dir"", ""name"": ""app-arch""}, {""type"": ""dir"", ""name"": ""app-backup""}, {""type"": ""dir"", ""name"": ""app-benchmarks""}, {""type"": ""dir"", ""name"": ""app-cdr""}, {""type"": ""dir"", ""name"": ""app-crypt""}, {""type"": ""dir"", ""name"": ""app-dicts""}, {""type"": ""dir"", ""name"": ""app-doc""}, {""type"": ""dir"", ""name"": ""app-editors""}, {""type"": ""dir"", ""name"": ""app-emacs""}, {""type"": ""dir"", ""name"": ""app-emulation""}, {""type"": ""dir"", ""name"": ""app-eselect""}, {""type"": ""dir"", ""name"": ""app-forensics""}, {""type"": ""dir"", ""name"": ""app-i18n""}, {""type"": ""dir"", ""name"": ""app-laptop""}, {""type"": ""dir"", ""name"": ""app-leechcraft""}, {""type"": ""dir"", ""name"": ""app-misc""}, {""type"": ""dir"", ""name"": ""app-mobilephone""}, {""type"": ""dir"", ""name"": ""app-office""}, {""type"": ""dir"", ""name"": ""app-officeext""}, {""type"": ""dir"", ""name"": ""app-pda""}, {""type"": ""dir"", ""name"": ""app-portage""}, {""type"": ""dir"", ""name"": ""app-shells""}, {""type"": ""dir"", ""name"": ""app-text""}, {""type"": ""dir"", ""name"": ""app-vim""}, {""type"": ""dir"", ""name"": ""app-xemacs""}, {""type"": ""dir"", ""name"": ""dev-ada""}, {""type"": ""dir"", ""name"": ""dev-cpp""}, {""type"": ""dir"", ""name"": ""dev-db""}, {""type"": ""dir"", ""name"": ""dev-dotnet""}, {""type"": ""dir"", ""name"": ""dev-embedded""}, {""type"": ""dir"", ""name"": ""dev-games""}, {""type"": ""dir"", ""name"": ""dev-go""}, {""type"": ""dir"", ""name"": ""dev-haskell""}, {""type"": ""dir"", ""name"": ""dev-java""}, {""type"": ""dir"", ""name"": ""dev-lang""}, {""type"": ""dir"", ""name"": ""dev-libs""}, {""type"": ""dir"", ""name"": ""dev-lisp""}, {""type"": ""dir"", ""name"": ""dev-lua""}, {""type"": ""dir"", ""name"": ""dev-ml""}, {""type"": ""dir"", ""name"": ""dev-perl""}, {""type"": ""dir"", ""name"": ""dev-php""}, {""type"": ""dir"", ""name"": ""dev-python""}, {""type"": ""dir"", ""name"": ""dev-qt""}, {""type"": ""dir"", ""name"": ""dev-ros""}, {""type"": ""dir"", ""name"": ""dev-ruby""}, {""type"": ""dir"", ""name"": ""dev-scheme""}, {""type"": ""dir"", ""name"": ""dev-tcltk""}, {""type"": ""dir"", ""name"": ""dev-tex""}, {""type"": ""dir"", ""name"": ""dev-texlive""}, {""type"": ""dir"", ""name"": ""dev-util""}, {""type"": ""dir"", ""name"": ""dev-vcs""}, {""type"": ""dir"", ""name"": ""eclass""}, {""type"": ""dir"", ""name"": ""games-action""}, {""type"": ""dir"", ""name"": ""games-arcade""}, {""type"": ""dir"", ""name"": ""games-board""}, {""type"": ""dir"", ""name"": ""games-emulation""}, {""type"": ""dir"", ""name"": ""games-engines""}, {""type"": ""dir"", ""name"": ""games-fps""}, {""type"": ""dir"", ""name"": ""games-kids""}, {""type"": ""dir"", ""name"": ""games-misc""}, {""type"": ""dir"", ""name"": ""games-mud""}, {""type"": ""dir"", ""name"": ""games-puzzle""}, {""type"": ""dir"", ""name"": ""games-roguelike""}, {""type"": ""dir"", ""name"": ""games-rpg""}, {""type"": ""dir"", ""name"": ""games-server""}, {""type"": ""dir"", ""name"": ""games-simulation""}, {""type"": ""dir"", ""name"": ""games-sports""}, {""type"": ""dir"", ""name"": ""games-strategy""}, {""type"": ""dir"", ""name"": ""games-util""}, {""type"": ""dir"", ""name"": ""gnome-base""}, {""type"": ""dir"", ""name"": ""gnome-extra""}, {""type"": ""dir"", ""name"": ""gnustep-apps""}, {""type"": ""dir"", ""name"": ""gnustep-base""}, {""type"": ""dir"", ""name"": ""gnustep-libs""}, {""type"": ""dir"", ""name"": ""java-virtuals""}, {""type"": ""dir"", ""name"": ""kde-apps""}, {""type"": ""dir"", ""name"": ""kde-base""}, {""type"": ""dir"", ""name"": ""kde-frameworks""}, {""type"": ""dir"", ""name"": ""kde-misc""}, {""type"": ""dir"", ""name"": ""kde-plasma""}, {""type"": ""dir"", ""name"": ""licenses""}, {""type"": ""dir"", ""name"": ""lxde-base""}, {""type"": ""dir"", ""name"": ""lxqt-base""}, {""type"": ""dir"", ""name"": ""mail-client""}, {""type"": ""dir"", ""name"": ""mail-filter""}, {""type"": ""dir"", ""name"": ""mail-mta""}, {""type"": ""dir"", ""name"": ""mate-base""}, {""type"": ""dir"", ""name"": ""mate-extra""}, {""type"": ""dir"", ""name"": ""media-fonts""}, {""type"": ""dir"", ""name"": ""media-gfx""}, {""type"": ""dir"", ""name"": ""media-libs""}, {""type"": ""dir"", ""name"": ""media-plugins""}, {""type"": ""dir"", ""name"": ""media-radio""}, {""type"": ""dir"", ""name"": ""media-sound""}, {""type"": ""dir"", ""name"": ""media-tv""}, {""type"": ""dir"", ""name"": ""media-video""}, {""type"": ""dir"", ""name"": ""metadata""}, {""type"": ""dir"", ""name"": ""net-analyzer""}, {""type"": ""dir"", ""name"": ""net-dialup""}, {""type"": ""dir"", ""name"": ""net-dns""}, {""type"": ""dir"", ""name"": ""net-firewall""}, {""type"": ""dir"", ""name"": ""net-fs""}, {""type"": ""dir"", ""name"": ""net-ftp""}, {""type"": ""dir"", ""name"": ""net-im""}, {""type"": ""dir"", ""name"": ""net-irc""}, {""type"": ""dir"", ""name"": ""net-libs""}, {""type"": ""dir"", ""name"": ""net-mail""}, {""type"": ""dir"", ""name"": ""net-misc""}, {""type"": ""dir"", ""name"": ""net-nds""}, {""type"": ""dir"", ""name"": ""net-news""}, {""type"": ""dir"", ""name"": ""net-nntp""}, {""type"": ""dir"", ""name"": ""net-p2p""}, {""type"": ""dir"", ""name"": ""net-print""}, {""type"": ""dir"", ""name"": ""net-proxy""}, {""type"": ""dir"", ""name"": ""net-voip""}, {""type"": ""dir"", ""name"": ""net-wireless""}, {""type"": ""dir"", ""name"": ""perl-core""}, {""type"": ""dir"", ""name"": ""profiles""}, {""type"": ""dir"", ""name"": ""ros-meta""}, {""type"": ""dir"", ""name"": ""sci-astronomy""}, {""type"": ""dir"", ""name"": ""sci-biology""}, {""type"": ""dir"", ""name"": ""sci-calculators""}, {""type"": ""dir"", ""name"": ""sci-chemistry""}, {""type"": ""dir"", ""name"": ""sci-electronics""}, {""type"": ""dir"", ""name"": ""sci-geosciences""}, {""type"": ""dir"", ""name"": ""sci-libs""}, {""type"": ""dir"", ""name"": ""sci-mathematics""}, {""type"": ""dir"", ""name"": ""sci-misc""}, {""type"": ""dir"", ""name"": ""sci-physics""}, {""type"": ""dir"", ""name"": ""sci-visualization""}, {""type"": ""dir"", ""name"": ""scripts""}, {""type"": ""dir"", ""name"": ""sec-policy""}, {""type"": ""dir"", ""name"": ""sys-apps""}, {""type"": ""dir"", ""name"": ""sys-auth""}, {""type"": ""dir"", ""name"": ""sys-block""}, {""type"": ""dir"", ""name"": ""sys-boot""}, {""type"": ""dir"", ""name"": ""sys-cluster""}, {""type"": ""dir"", ""name"": ""sys-devel""}, {""type"": ""dir"", ""name"": ""sys-firmware""}, {""type"": ""dir"", ""name"": ""sys-freebsd""}, {""type"": ""dir"", ""name"": ""sys-fs""}, {""type"": ""dir"", ""name"": ""sys-infiniband""}, {""type"": ""dir"", ""name"": ""sys-kernel""}, {""type"": ""dir"", ""name"": ""sys-libs""}, {""type"": ""dir"", ""name"": ""sys-power""}, {""type"": ""dir"", ""name"": ""sys-process""}, {""type"": ""dir"", ""name"": ""virtual""}, {""type"": ""dir"", ""name"": ""www-apache""}, {""type"": ""dir"", ""name"": ""www-apps""}, {""type"": ""dir"", ""name"": ""www-client""}, {""type"": ""dir"", ""name"": ""www-misc""}, {""type"": ""dir"", ""name"": ""www-plugins""}, {""type"": ""dir"", ""name"": ""www-servers""}, {""type"": ""dir"", ""name"": ""x11-apps""}, {""type"": ""dir"", ""name"": ""x11-base""}, {""type"": ""dir"", ""name"": ""x11-drivers""}, {""type"": ""dir"", ""name"": ""x11-libs""}, {""type"": ""dir"", ""name"": ""x11-misc""}, {""type"": ""dir"", ""name"": ""x11-plugins""}, {""type"": ""dir"", ""name"": ""x11-proto""}, {""type"": ""dir"", ""name"": ""x11-terms""}, {""type"": ""dir"", ""name"": ""x11-themes""}, {""type"": ""dir"", ""name"": ""x11-wm""}, {""type"": ""dir"", ""name"": ""xfce-base""}, {""type"": ""dir"", ""name"": ""xfce-extra""}, {""type"": ""file"", ""name"": "".gitignore""}, {""type"": ""file"", ""name"": ""header.txt""}, {""type"": ""file"", ""name"": ""NOTICE""}, {""type"": ""file"", ""name"": ""skel.ebuild""}, {""type"": ""file"", ""name"": ""skel.metadata.xml""}]"
